,allocid,num_cluster,uniqueAlloc,reference
0,Allocation19,0,"{'r2_at2_floor_1', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10'}",
0,Allocation2,0,"{'r1_at4_notify_3', 'r2_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r2_at3_sanit_5', 'r2_at4_notify_9', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_2', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10'}",
0,Allocation20,0,"{'r2_at2_floor_1', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10'}",
0,Allocation21,0,"{'r1_at4_notify_3', 'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r2_at4_notify_0', 'r2_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10'}",
0,Allocation22,0,"{'r1_at4_notify_3', 'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r2_at4_notify_9', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10'}",
0,Allocation23,0,"{'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r2_at2_floor_4', 'r1_at2_floor_10'}",
0,Allocation24,0,"{'r1_at4_notify_3', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at4_notify_0', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r2_at2_floor_4', 'r1_at4_notify_6', 'r1_at2_floor_1'}",
0,Allocation25,0,"{'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r2_at2_floor_4', 'r1_at4_notify_6', 'r1_at2_floor_1'}",
0,Allocation26,0,"{'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at4_notify_3', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r2_at2_floor_4', 'r1_at4_notify_6', 'r1_at2_floor_1'}",
0,Allocation27,0,"{'r2_at4_notify_6', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r2_at2_floor_4', 'r1_at2_floor_1'}",
0,Allocation28,0,"{'r1_at4_notify_3', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r2_at2_floor_4', 'r1_at2_floor_1'}",
0,Allocation29,0,"{'r1_at4_notify_3', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at4_notify_0', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r2_at2_floor_4', 'r1_at2_floor_1'}",
0,Allocation3,0,"{'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_7', 'r1_at3_sanit_8', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r2_at2_floor_4'}",
0,Allocation30,0,"{'r2_at4_notify_6', 'r2_at3_sanit_2', 'r1_at3_sanit_8', 'r2_at4_notify_3', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r2_at2_floor_4', 'r1_at2_floor_1'}",
0,Allocation4,0,"{'r2_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r2_at2_floor_7', 'r2_at4_notify_3', 'r2_at3_sanit_5', 'r2_at4_notify_9', 'r1_at4_notify_0', 'r2_at2_floor_10', 'r1_at3_sanit_2', 'r1_at3_sanit_11', 'r1_at2_floor_1'}",
0,Allocation5,0,"{'r1_at3_sanit_2', 'r1_at4_notify_3', 'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at2_floor_7', 'r1_at3_sanit_8', 'r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at2_floor_10', 'r2_at3_sanit_5', 'r1_at3_sanit_11', 'r2_at2_floor_4'}",
0,Allocation6,0,"{'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at2_floor_7', 'r2_at4_notify_3', 'r2_at3_sanit_5', 'r2_at4_notify_9', 'r1_at4_notify_0', 'r1_at3_sanit_2', 'r2_at2_floor_4', 'r2_at3_sanit_11', 'r1_at2_floor_10', 'r2_at3_sanit_8'}",
0,Allocation7,0,"{'r2_at2_floor_1', 'r2_at4_notify_6', 'r1_at3_sanit_8', 'r2_at2_floor_7', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r2_at2_floor_10', 'r1_at3_sanit_2', 'r1_at3_sanit_11', 'r2_at2_floor_4'}",
0,Allocation8,0,"{'r1_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r1_at2_floor_4', 'r2_at4_notify_9', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r2_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r2_at3_sanit_8'}",
0,Allocation9,1,"{'r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10'}",
0,Allocation9,0,"{'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_0'}",
