allocation,,num_perm,,robot,,permutation
Allocation22,,10,,r1,,"['r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at4_notify_0']"
Allocation22,,10,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation22,,11,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at2_floor_7']"
Allocation22,,11,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation22,,12,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation22,,12,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation22,,13,,r1,,"['r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_10']"
Allocation22,,13,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation22,,14,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation22,,14,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation22,,15,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8']"
Allocation22,,15,,r2,,"['r2_at3_sanit_2', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at4_notify_9']"
Allocation22,,16,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at3_sanit_8']"
Allocation22,,16,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation22,,17,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_11']"
Allocation22,,17,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation22,,18,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation22,,18,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation22,,19,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation22,,19,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation23,,0,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5']"
Allocation23,,0,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation23,,1,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5']"
Allocation23,,1,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_4']"
Allocation23,,2,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_5']"
Allocation23,,2,,r2,,"['r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at2_floor_4']"
Allocation23,,3,,r1,,"['r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at3_sanit_11']"
Allocation23,,3,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation23,,4,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation23,,4,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at2_floor_4']"
Allocation23,,5,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11']"
Allocation23,,5,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation23,,6,,r1,,"['r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5']"
Allocation23,,6,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4', 'r2_at2_floor_1']"
Allocation23,,7,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation23,,7,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation23,,8,,r1,,"['r1_at3_sanit_8', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11']"
Allocation23,,8,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at2_floor_1']"
Allocation23,,9,,r1,,"['r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7']"
Allocation23,,9,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation23,,10,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation23,,10,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at2_floor_4']"
Allocation23,,11,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_8']"
Allocation23,,11,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation23,,12,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation23,,12,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation23,,13,,r1,,"['r1_at3_sanit_8', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation23,,13,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at2_floor_4']"
Allocation23,,14,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation23,,14,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation23,,15,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7']"
Allocation23,,15,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at2_floor_4', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation23,,16,,r1,,"['r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation23,,16,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_4', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation23,,17,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation23,,17,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at2_floor_4', 'r2_at2_floor_1']"
Allocation23,,18,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation23,,18,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation23,,19,,r1,,"['r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_7']"
Allocation23,,19,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4', 'r2_at2_floor_1']"
Allocation24,,0,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation24,,0,,r2,,"['r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation24,,1,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation24,,1,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation24,,2,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_1', 'r1_at3_sanit_5']"
Allocation24,,2,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,3,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation24,,3,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation24,,4,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_10']"
Allocation24,,4,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,5,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at4_notify_3', 'r1_at3_sanit_5']"
Allocation24,,5,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,6,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_1']"
Allocation24,,6,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation24,,7,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_1', 'r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation24,,7,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation24,,8,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_11']"
Allocation24,,8,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation24,,9,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation24,,9,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,10,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at4_notify_3', 'r1_at3_sanit_5']"
Allocation24,,10,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,11,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation24,,11,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,12,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at3_sanit_5']"
Allocation24,,12,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,13,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_11']"
Allocation24,,13,,r2,,"['r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation24,,14,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_1', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation24,,14,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,15,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation24,,15,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation24,,16,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_1']"
Allocation24,,16,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,17,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at3_sanit_11']"
Allocation24,,17,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation24,,18,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8']"
Allocation24,,18,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation24,,19,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_1']"
Allocation24,,19,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation25,,0,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_1', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation25,,0,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation25,,1,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation25,,1,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation25,,2,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at3_sanit_8']"
Allocation25,,2,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation25,,3,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_5']"
Allocation25,,3,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation25,,4,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation25,,4,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation25,,5,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation25,,5,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation25,,6,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation25,,6,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation25,,7,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at3_sanit_5']"
Allocation25,,7,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation25,,8,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_1', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation25,,8,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation25,,9,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_1', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation25,,9,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation25,,10,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_1']"
Allocation25,,10,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation25,,11,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation25,,11,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation25,,12,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation25,,12,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation25,,13,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation25,,13,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation25,,14,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation25,,14,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation25,,15,,r1,,"['r1_at2_floor_1', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation25,,15,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation25,,16,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at2_floor_10']"
Allocation25,,16,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation25,,17,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation25,,17,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation25,,18,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10']"
Allocation25,,18,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation25,,19,,r1,,"['r1_at2_floor_1', 'r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation25,,19,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,0,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_1']"
Allocation26,,0,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,1,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_1', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation26,,1,,r2,,"['r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation26,,2,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_10']"
